video_id,comment
Sz33J60USj0,"सफलताको शुभकामना सम्पुर्ण ""बसन्त""टिमलाई🙏"
Sz33J60USj0,Safalta ko suvakamana
Sz33J60USj0,Best wishes 🎉🎉
Sz33J60USj0,❤❤❤❤❤ safaltako suva kamana
Sz33J60USj0,Six pack chaheyo Prakash jii❤❤❤❤
Sz33J60USj0,Nice❤
Sz33J60USj0,शुभकामना सफलताको 💐💐
Sz33J60USj0,"पिताम्बर आईसक्यो हौ 
२०७२ को भुकम्प भन्दा नि धेरै नेपाल हल्लाउने गरेर"
Sz33J60USj0,Chait 22 april 4 All Nepal ❤❤
Sz33J60USj0,❤❤❤❤❤❤
Sz33J60USj0,❤❤
Sz33J60USj0,Ramro video ❤
Sz33J60USj0,Miya Khalifa john Sian
Sz33J60USj0,❤
Sz33J60USj0,❤❤
Sz33J60USj0,❤❤❤
Sz33J60USj0,❤❤
Sz33J60USj0,"Lovely song prakash ji and swastima ji ko jodi pani ramro xa 

100% yo moviele sabai film ko record todne xa best wishes ❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉"
Sz33J60USj0,Congratulations sir
Sz33J60USj0,Damii
4sRQxXNhWEg,Damai muji churt kholcha aaja dui char din ma
4sRQxXNhWEg,❤❤
4sRQxXNhWEg,😂😂😂😂
4sRQxXNhWEg,Wow❤
4sRQxXNhWEg,Jesus is king ❤❤❤
4sRQxXNhWEg,❤❤❤
4sRQxXNhWEg,❤❤❤❤
4sRQxXNhWEg,❤❤❤❤❤
4sRQxXNhWEg,Oh my Jesus! Beautiful song.
4sRQxXNhWEg,Amen Amen
4sRQxXNhWEg,खुसि लाग्यो बाइबल  को नाम लिदा प्रभु ले आशिष् दिनु भयको होस
4sRQxXNhWEg,❤❤❤❤❤
4sRQxXNhWEg,❤❤
4sRQxXNhWEg,❤❤❤❤❤❤
4sRQxXNhWEg,Kp ko ghu kha
4sRQxXNhWEg,❤❤❤❤
4sRQxXNhWEg,Wooooow
4sRQxXNhWEg,Wow
4sRQxXNhWEg,Achamma? Churchma testo tigra dekhayara luga kaha lagako dekhekothyo..ani jhandai nangai vayara...vagawan dekhi ta saram mannuni .😢
4sRQxXNhWEg,wow dami❤❤❤❤
4sRQxXNhWEg,❤❤❤❤❤❤❤❤❤❤❤
4sRQxXNhWEg,Wowo
4sRQxXNhWEg,Omg ❤❤❤😊
4sRQxXNhWEg,❤❤❤❤❤❤
4sRQxXNhWEg,Supar ❤❤❤❤
4sRQxXNhWEg,❤❤❤
4sRQxXNhWEg,Super
4sRQxXNhWEg,Wow❤❤
4sRQxXNhWEg,❤❤❤❤❤
4sRQxXNhWEg,❤❤god blessing us❤️🤗
4sRQxXNhWEg,Damii
4sRQxXNhWEg,💝💝
cxiMiafYkEM,❤❤❤❤🎉🎉🎉🎉🎉 congratulations 🍾🎊🎈🎉
cxiMiafYkEM,Very nice song ❤
cxiMiafYkEM,❤❤❤❤❤
cxiMiafYkEM,♥️♥️♥️♥️🌹🌹🌹🌹♥️♥️♥️
cxiMiafYkEM,Wow beautiful song ❤️❤️💕💕💕💕💕
cxiMiafYkEM,Happy married life Enjoy🎉🎉🎉🎉
cxiMiafYkEM,Sarai ramro song tara samundra ko part chahi hataye hune bikini 👙 part
cxiMiafYkEM,Wow..
cxiMiafYkEM,Supar m❤❤❤
cxiMiafYkEM,❤❤❤❤❤❤❤❤❤
cxiMiafYkEM,Wow❤❤🎉🎉
cxiMiafYkEM,Wow so beautiful move ❤❤❤❤❤❤
cxiMiafYkEM,केराम्रो जोदि ❤❤❤❤❤🎉🎉🎉
cxiMiafYkEM,Best🎉🎉🎉🎉
cxiMiafYkEM,Beautiful ❤️
cxiMiafYkEM,Wow
cxiMiafYkEM,Nice❤
cxiMiafYkEM,Utkrista
cxiMiafYkEM,Nice ❤❤❤❤
cxiMiafYkEM,♥️♥️♥️
cxiMiafYkEM,Ma pani myadi dekhi ho ni aile delhi ma basobas xa
cxiMiafYkEM,Dherai ramro video prakash bhai
cxiMiafYkEM,Aha 🎉🎉🎉🎉
cxiMiafYkEM,Congralations 💕👏👏👏💐💐🙏
cxiMiafYkEM,❤❤❤❤
cxiMiafYkEM,❤❤❤
cxiMiafYkEM,Dami best wishes 🎉
cxiMiafYkEM,Didi.❤❤❤
cxiMiafYkEM,Damii 👌🥰❤
cxiMiafYkEM,Didi ❤❤❤❤❤
cxiMiafYkEM,Plz pin me nepal
cxiMiafYkEM,❤❤
pNxz3F9qWps,कहिँ कतै कुनैपनि बेला यो गीतको शब्द संग मेल खान सक्ने एउटा जोखिम को सम्भावना प्रष्ट छ्। बिद्धुत प्राधिकरण ले बाटोको बिचमा गाडेको High Tension को तार को खम्बा रहेछ्। कुनैपनी बेला दुर्घटना हुन सक्ने जोखिम छ्। त्यसलाइ तु ठाउँ सार्नु अत्यावश्यक छ्।
pNxz3F9qWps,❤❤❤❤
pNxz3F9qWps,Kp ko xora
pNxz3F9qWps,Wow ❤
pNxz3F9qWps,Nice song ❤❤❤❤
pNxz3F9qWps,❤❤❤❤❤❤❤😂😂😂😂😂😂😂
pNxz3F9qWps,❤❤❤❤
pNxz3F9qWps,❤❤❤कति राम्रो सिर्जना ❤️प्रकाश दाइ हजुरको ❤️❤️
pNxz3F9qWps,beautiful voice
pNxz3F9qWps,Basant movie must watch❤
pNxz3F9qWps,❤❤❤❤❤
pNxz3F9qWps,Best song 💖💖
pNxz3F9qWps,Wow so beautiful song ❤️❤️💕💕
pNxz3F9qWps,Swastima so beautiful girl ♥️♥️♥️
pNxz3F9qWps,fresh heroine rakhnuni yar
pNxz3F9qWps,Dami❤❤❤
pNxz3F9qWps,❤
pNxz3F9qWps,Sala kaami jha kp ko ghu kha
pNxz3F9qWps,❤❤
pNxz3F9qWps,❤❤❤❤❤❤कति राम्रो
pNxz3F9qWps,"I am writing 21st comment, out of 🎉🎉🎉🎉😢"
pNxz3F9qWps,wow daami 🎉❤🎉
pNxz3F9qWps,❤❤❤❤❤❤❤🎉🎉😊
pNxz3F9qWps,Very  nice  song
pNxz3F9qWps,Very nice song basanta movie
pNxz3F9qWps,🎉😊😮
pNxz3F9qWps,"Wow supup, all the best 🎉🎉❤😊"
pNxz3F9qWps,❤
pNxz3F9qWps,wow
pNxz3F9qWps,❤❤
pNxz3F9qWps,❤❤❤
pNxz3F9qWps,❤❤❤
pNxz3F9qWps,Beautiful  song❤❤❤❤Lot of Love prakash  & Swastima ❤❤❤❤
pNxz3F9qWps,beautiful 😍🙏🙏
pNxz3F9qWps,Ye hora
pNxz3F9qWps,Beautiful song and both of looking very nice Prakash sir
pNxz3F9qWps,❤❤
pNxz3F9qWps,Nice singe❤❤
pNxz3F9qWps,❤❤
pNxz3F9qWps,❤❤
pNxz3F9qWps,😊😊
RN-oXpf3QQI,Sugam Pokharel voice ❤❤❤❤
RN-oXpf3QQI,Wahoo ❤❤❤❤
RN-oXpf3QQI,"फिल्म को कथा र केपि बा को तारिफ फरक कुरा हुन्।प्रकाश सपूत ले आफ्नो देशको प्रधानमन्त्री लाइ कुन रुपमा लिन्छ्न वा चिन्छन त्यो उनको कुरा हो। हो म पनि केपि को कट्टर बिरोधी त हो, तर प्रकाश सपूतको असली फ्यान पनि। चाहे उनले राजाको गुनगान गाउन , चाहे प्रचण्ड , चाहे देउवा उनको सिर्जना सधैं खास हुन्छ्।"
RN-oXpf3QQI,❤❤❤ कति मिठो गित
RN-oXpf3QQI,"जस्तो दुआ दिएनि अल्लाह ले 
बाचौलानी मायाले सल्लाह ले 

यो गित tiktok मा भाइरल भएको देख्छु, के यो गीतको शब्द ठिक छत? यी मैले नजानेको हो? 
दुआ भनेको त प्राथना वा बिन्ति हो, अल्लाह ले पनि प्राथना वा बिन्ति दिन्छत?"
RN-oXpf3QQI,😊❤️🙏
RN-oXpf3QQI,यो गीतले देखाउन खोजेको चाहि माया र प्रेममा जात र धर्म हेरिन्न भन्न खोजेको छ तर फिल्ममा चाहि यो गीत पुरा हेर्न पाइदैन रैछ
RN-oXpf3QQI,झियादी हुनु थाले नेपाल मा पनि 😮😮😮😮
RN-oXpf3QQI,Khadi maa kaam garni lai sodhnu ani k ksp taha huncha..taie pani ramro cha
RN-oXpf3QQI,Yo filma ma sabai dharmako samman gareko xa tyo ta ramro kura ho tara kina chritian dharma paribartan lai badhawa diyako vanne aarop lagxa.
RN-oXpf3QQI,❤❤❤❤❤❤
RN-oXpf3QQI,Sugam pokhrel le gako ho ??🤔
RN-oXpf3QQI,Is this  Nepali? My God what  to our Nepali
RN-oXpf3QQI,❤❤❤❤
RN-oXpf3QQI,❤❤❤
RN-oXpf3QQI,होनाहार कलाकार ❤प्रकाश सपुत
RN-oXpf3QQI,Film ma ta pura song chhaina ni sir ji
RN-oXpf3QQI,❤❤❤❤❤❤❤❤
RN-oXpf3QQI,Hami Nepali sabai ko sasmman 🙏🙏🙏
RN-oXpf3QQI,Love from Assam but this video hurts on all indian people...shame
RN-oXpf3QQI,"Gara Pakistan, afaganistan, wa aru mulsim desh gara bihe gar Muslim keti tero tunturi teti belai Kati dinxan ? Nepal ma basera khub natak gareko xas?"
RN-oXpf3QQI,So sweet ❤
RN-oXpf3QQI,Kami daiko get man parena
RN-oXpf3QQI,❤❤
RN-oXpf3QQI,Awesome ❤❤❤
RN-oXpf3QQI,Jai ho
RN-oXpf3QQI,Eid mubarak
RN-oXpf3QQI,हेर्दै आखामा❤
RN-oXpf3QQI,❤❤❤❤❤❤
RN-oXpf3QQI,Eid mubaarak 🎉❤
RN-oXpf3QQI,❤
RN-oXpf3QQI,Congratulations hol teems
RN-oXpf3QQI,Damii
RN-oXpf3QQI,Tiktok bata yaha aayeko herna Lai  balla thaha vayo India le tik tok kina band gareko vanerw  tik tok ma kati naramroo comment matra xa vane yaha  positive comment xa Tara yo short herda  parkash saput le  religion sentiment garna khojya jasto xa kina vane  na tw tik tok ma natw aafno chanel ma  yo geet aru part short form ma  upload gareko xoina 😢
RN-oXpf3QQI,Salam khuwalikh prakash dai❤
RN-oXpf3QQI,Big fan
RN-oXpf3QQI,❤❤
RN-oXpf3QQI,"सबै परिवार हेर्न मन थियो तर यो बा-मालेको झोले रैछ तेसैले हाम्रो पुरै बहिस्कार छ ल ,सरि !"
RN-oXpf3QQI,Wow❤❤
RN-oXpf3QQI,Excellent 👌👍
RN-oXpf3QQI,❤❤
RN-oXpf3QQI,wowow❤❤❤
RN-oXpf3QQI,Congratulations 👏🎉 hol team
RN-oXpf3QQI,❤❤❤
RN-oXpf3QQI,Big fan ❤❤
RN-oXpf3QQI,"One of the best upcoming and most waited movie""BASANTA""❤
#basanta"
RN-oXpf3QQI,सम्मान छ प्रकाश शपुत नेपाल बिभित जात धर्म काे साझा फुलबारी हाे!🙏🙏🙏🥰❤
RN-oXpf3QQI,Pakash bro ..mero sms ko reply garnnu .hai ..maily hjr ko har video ma comment gareko xu ..aja samma euta riply aako xa so ..aasha xa ki yo ..video ma sms ko reply aaunxa bannera best of luck. .basanta movie
RN-oXpf3QQI,Paraksh bro song ta dammi xa
RN-oXpf3QQI,Ho yasari samman garau hamro Nepali coultures Muslim couture xani
RN-oXpf3QQI,Prakash jiii❤legend six pack hunu paryoo❤❤🎉🎉aba😅😁😁🙏🙏👏👏🫡🫡🇳🇵🇳🇵
RN-oXpf3QQI,❤❤❤❤
RN-oXpf3QQI,Suppop❤❤❤
RN-oXpf3QQI,इस्लामको बारेमा पढेर गर्या भए ठिक हुन्थ्यो तर यहाँ दाईले बिल्कुल फिल्मी स्टारमा गरेको छ। यो सुहाउँदैन दाइ। real इस्लाममा यो फलो हुँदैन।।।
RN-oXpf3QQI,Damii
RN-oXpf3QQI,"Namste sir 
Good job nice song 
 sabai religion KO respect garnu ramro Kura ho 

Hindu Muslim Christian 
(All of god is one) 


Thank you"
RN-oXpf3QQI,त्यसै प्रकाश सबुत दाजुलाई सुपरस्टार मात्रै होइन संगीतको एउटा पारखी भनेर भनिएको त्यसै होइन यस्तो सिर्जना गर्न सक्ने मान्छेलाई किन गाली गर्छन् हो मान्छेहरुले❤❤❤❤❤👌👌👌👌👌👌👌👌👌👌👌👌👌👌🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵👌👌👌💐💐💐💐🎧️🎧️🎧️👌👌👌👌
RN-oXpf3QQI,Nice singe❤❤❤
RN-oXpf3QQI,🫀🫡
RN-oXpf3QQI,Eid Mubharak
RN-oXpf3QQI,Super Song❤❤❤❤ Congratulation Holl BASANT team❤❤❤❤Whataap no milna sakxa hola❤❤
RN-oXpf3QQI,Yo jaatha haru le islamic status sanga paisha lera Islam ko prachar gardai xan
RN-oXpf3QQI,"Dai derai ramro chha geet ❤❤❤❤. yeuta Dukha lageko Cha ki tapaile kp oli Lai Ali badhi nai pramsa grerara galti garnu vyo ,teti derai bolnu parne jaruri thiyan .hijo parkash hai hai  vnnnele aaja bye bye vneka xn .Gali greka xan 😢😢😢😢"
RN-oXpf3QQI,Parkash dai you are the extra ordinary human being in the world🇳🇵♥️
XeTuSCPd5FU,Best wishes
XeTuSCPd5FU,मेहनत परिश्रमी कलाकार प्रकाश सपूत जी लाई अग्रिम शुभकामना छ
XeTuSCPd5FU,Aayo kp ba😂
XeTuSCPd5FU,❤❤❤
XeTuSCPd5FU,Super duper hunxa
XeTuSCPd5FU,Hi everyone saraimro all time dami dami babal lageyo
XeTuSCPd5FU,🎉🎉🎉 hello
XeTuSCPd5FU,All the best ❤❤
XeTuSCPd5FU,सबै धर्मको सम्मान गरेको हृदय देखिनै सम्मान छ नेपालको शान प्रकाश सपुटलाई
XeTuSCPd5FU,होलो ब्रो नमस्कार सबै लाई शुभकामना छ बसन्त टिम लाई🎉🎉🎉
XeTuSCPd5FU,nice song❤❤
XeTuSCPd5FU,Good luck sir . dubai ma khaila chalxa
XeTuSCPd5FU,All the best ❤❤
XeTuSCPd5FU,"Sabaile support garnuparx
Euta kala laii"
XeTuSCPd5FU,Nice  song
XeTuSCPd5FU,❤❤❤❤
XeTuSCPd5FU,❤❤❤❤❤
XeTuSCPd5FU,Super 👍 song ❤
XeTuSCPd5FU,🎉🎉🎉🎉🎉🎉
XeTuSCPd5FU,म उहाको चाई धेरै ठूलो प्रशंस  हू।सबै लाई मनै देखी नमस्कार
XeTuSCPd5FU,Congratulation to all❤
XeTuSCPd5FU,Basanta parkhae ❤
XeTuSCPd5FU,❤❤
XeTuSCPd5FU,Super ❤dupar hit❤
XeTuSCPd5FU,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
XeTuSCPd5FU,उत्तर उत्तर प्रगतिको शुभकामना प्रकाश सर🎉
XeTuSCPd5FU,New Song Aako rxa r po live aaunubha aaj
XeTuSCPd5FU,Hello ❤❤❤
XeTuSCPd5FU,उत्तर उत्तर प्रगतिको कामना हार्दिक बधाई तथा शुभकामना
XeTuSCPd5FU,Suvakamana Sampurna tim lai
XeTuSCPd5FU,❤❤❤❤❤❤
XeTuSCPd5FU,Kp ko  taluwaa chaaat  mulaa
XeTuSCPd5FU,Kp ko jholeee murdaabad
XeTuSCPd5FU,गीत सङै  भिडयो अझ राम्रो झन फिलम को काहानी कति राम्रो बनेको होला नि🎆🎆🎆🎆🎊🎊🎉🎉
XeTuSCPd5FU,सुभकामना सबै टिमलाई
XeTuSCPd5FU,धेरै धेरै बधाई हजुर हरु को तिम लाई ❤❤❤❤❤🎉🎉🎉🎉💐💐💐💐💐
XeTuSCPd5FU,Khani vo khani vo yo flim le
XeTuSCPd5FU,Ya desha yes to appat aairako xa film hernanjan ta vaudana hjr
XeTuSCPd5FU,🙏🙏❤🇳🇵🌹
XeTuSCPd5FU,❤❤❤❤❤❤
XeTuSCPd5FU,❤❤❤❤
XeTuSCPd5FU,❤❤❤🎉
XeTuSCPd5FU,❤❤❤❤❤
i4pKhqSkFr8,"चलचित्र बसन्तको नयाँ गीत ""हेर्दै आँखामा"" सार्वजनिक गरेका छौँ, यहाँहरुको नजिकको हलहरुमा चैत्र २२ गते देखी भेटौं है।"
i4pKhqSkFr8,Wah kiya ramro roixha.... Geet ❤
i4pKhqSkFr8,Samikshya ko voice wow❤
i4pKhqSkFr8,Wow 🎉🎉🎉🎉🎉❤❤❤❤❤❤❤
i4pKhqSkFr8,Samixa ra sugam pokharel dubailai hardik badhai nice voice KO laagi
i4pKhqSkFr8,दामी छ
i4pKhqSkFr8,दामी छ है ल
i4pKhqSkFr8,वाउ❤
i4pKhqSkFr8,Samikshya la Kati ramro gidako
i4pKhqSkFr8,Sugam dai solo plzzz ..I want to hear the whole track in your voice
i4pKhqSkFr8,Plz male voice only
i4pKhqSkFr8,Super very nice 👌🏻👌🏻👌🏻
i4pKhqSkFr8,Actor / Actress haru christian hoki muslim? Dekhauna khojya k hola ? Muslim ra Christian ho lovestory hoki?? Tha vako haru le vandinu paryo hajur?
i4pKhqSkFr8,❤
i4pKhqSkFr8,आहा! कति मिठो गीत ❤️👌🌹🙏
i4pKhqSkFr8,❤❤❤❤
i4pKhqSkFr8,Sugam pokhrel ko swar ekdamai ramro❤❤❤❤
i4pKhqSkFr8,"Ma kasaiko fynn haina but lady voice luv ..butttt plzz daii...aafi aafno thauuu maa raakhera hernu..smkshya ...not good 
For news n another... plzz sugam n nabin pokhrel ...raju laama ...sanjiv singh dai ..anil ..plzzz  ..A one singer xan"
i4pKhqSkFr8,Tait
i4pKhqSkFr8,सुगुम दाइको आवाज दामी बाकि त त्यस्तै हो.. खिचडि
i4pKhqSkFr8,"एक मिलियन भ्युज पार हुन्जेल सम्म पनि यो वसन्त मुभिको हेर्दै आँखामा बोल को गित दिन प्रतिदिन हेर्दै छु अरु को को हुनुहुन्छ हेर्ने हाजिर गरौत यता।। 
नेपाली चलचित्र वसन्त लाई अपार सफलता को सुभकामना💐💐"
i4pKhqSkFr8,"Tehi laijau motor sarara sarara
Wordings are great in this song"
i4pKhqSkFr8,❤❤❤👌👌
i4pKhqSkFr8,New Song > https://youtu.be/ft1WWm9MgJg?si=HHLYqMkp2l5cgch_
i4pKhqSkFr8,Mero mayalu le yeta bolako 😊
i4pKhqSkFr8,Thank you for this beautiful song. Lots of love & support❤❤❤.
i4pKhqSkFr8,"जस्तो दुवा दिएनी अल्लाले 
बाचुम्लानी माया ले सल्लाले मीठो लाइन ❤❤ सबै यस्तै हुनु पर्थ्यो शब्द हरु लय पनि बिच बिच मा झिर लाग्ने थैट 😂 सुगम दाइ बबाल ❤❤❤"
i4pKhqSkFr8,❤❤❤
i4pKhqSkFr8,यो गीतमा सुगम पोख्रेलको स्वर म्याच भयो तर समीक्षाको हाइ रेञ्ज नपुगेको जस्तो
i4pKhqSkFr8,very nice song
i4pKhqSkFr8,निकै राम्रो छ song
i4pKhqSkFr8,Sugam pokhrel dai❤❤❤
i4pKhqSkFr8,jay basanta filim
i4pKhqSkFr8,jay jay basant
i4pKhqSkFr8,❤❤
i4pKhqSkFr8,Supp song Best wishes
i4pKhqSkFr8,Parkash sput lai man bata man paruna haru aha aunu hola ❤
i4pKhqSkFr8,Wow sonice song
i4pKhqSkFr8,https://youtu.be/BPysNQsYQWQ?si=GBsmmYCBXlUT8gx5
i4pKhqSkFr8,Kina ho feri sabbai dharma ali jiska ko jastai gareko
i4pKhqSkFr8,wau dami songs n movie ekchoti hernu hola
i4pKhqSkFr8,Kp muji murdabat😂
i4pKhqSkFr8,No words......❤❤❤❤
i4pKhqSkFr8,Jesus loves you❤
i4pKhqSkFr8,OA My God bbl song love you Prakash 🥰❤️🥰🥰
i4pKhqSkFr8,Nice
i4pKhqSkFr8,nice xa basanta filim
i4pKhqSkFr8,jay basanta filim
i4pKhqSkFr8,Arko movie 🍿 xitai herna paieyosh ❤
i4pKhqSkFr8,4:22 ❤❤❤
i4pKhqSkFr8,Best star of Nepal❤
i4pKhqSkFr8,Good very nice song
i4pKhqSkFr8,❤❤❤❤❤
i4pKhqSkFr8,❤❤❤❤❤
i4pKhqSkFr8,It's a really proud to be a our #baglung 👑 king Parkash Dai always good luck! ❤❤😮😮😮
i4pKhqSkFr8,https://youtu.be/eniFwFk2ezI?si=F-6l_U67Mjcwalcu
i4pKhqSkFr8,Amazing song brother @sugam 💝
i4pKhqSkFr8,Lok pop aadhunik j ma ni Milne sugam pokhrel ❤❤❤
i4pKhqSkFr8,मैले “वसन्त “चलचित्र हेरेको छैन तर प्रकाश सपुत समाजिक विभेदका सुदर्शन चक्र हुन।  सलोट छ भाईलाई। पक्कै पनि Discrimination (विभेद) को विरुद्धको आवज होला सिनेमा मा । मेरो एकबद्धता छ। हलमा गएर फिल्म हेरौ !
i4pKhqSkFr8,Sugam pokhrel ko swor matra  sano huda jasto suneko they aile pani ustai xa   Sarai man parne ❤❤❤❤
i4pKhqSkFr8,❤❤❤❤❤
i4pKhqSkFr8,Sugam pokhrel jiu ko voice is dami ❤️🫶
i4pKhqSkFr8,❤❤❤❤❤
i4pKhqSkFr8,Best song 💞 I have see 25 bout
i4pKhqSkFr8,"प्रकाश सपूत जी""चलचित्र ""वसन्त ,, राम्रो छ मैले पनि हेरिसके २२ गते नै...👍️"
i4pKhqSkFr8,वाह ❤❤❤
i4pKhqSkFr8,nice and beautiful song
i4pKhqSkFr8,Wow!!!! What a good and perfect compose 🎉🎉 best of luck..
i4pKhqSkFr8,Kati ramro geet jiu nai siringa garne najikai hall chaina natra ta hernu hunthyo ni
i4pKhqSkFr8,सबै धर्मको सम्मान गरि सबै सस्कृती समेटिएको असल लाग्याे । तर जब बाईबलकाे एक शब्द आउदा के आपती भएको होला.....जे भएपनी एकदम राम्रो छ ।
i4pKhqSkFr8,kale crying in corner
i4pKhqSkFr8,अपार सफलताको होस भन्दै शुभकामना❤️❤️❤️❤️❤️❤️
i4pKhqSkFr8,wow kasto mitho song❤❤
i4pKhqSkFr8,❤❤❤❤❤❤❤❤❤
i4pKhqSkFr8,🙏🙏🙏
i4pKhqSkFr8,Sugham Pokharel को स्वर मा auto tune चाईदैन् 😍😍
i4pKhqSkFr8,जीवन मा न रोएका मान्छे पनि यो movi हेरेर  रोएका छन् हाम्रो गाउँघर तथा हाम्रो समाजमा घटिरहेका यथार्थ घटनालाई लिएर र जुन हाम्रो यो संस्कार रूढीवादी परम्परालाई उजागर गरेको छ प्रकाश सपुत स्वस्तिमा खड्कालाई टिमलाई धन्यवाद
i4pKhqSkFr8,गित चाइ बबाल
i4pKhqSkFr8,होलि वाईन
i4pKhqSkFr8,चर्चको प्रचार गर्नै पर्ने हो र ? गीत राम्रै छ ।
i4pKhqSkFr8,नेपालीहरु साँच्चैनै भेडा हुन  कुनै नेता को नाम  लिदैमा कोहि झोले कसरी हुन सक्छ होला बिचार गरेर एऊटा नेता लाइ भोट लाउदैनन कति बाठा नेपाली मेहनत र ईमान्दारिताले बनाएको मुभि बहिस्कार गर्ने तर एकदिन नेपलिले बुझ्ने छन।।।
i4pKhqSkFr8,Good luck ❤❤❤❤❤
i4pKhqSkFr8,Please can we appreciate his talent and intelligence neglecting his one mistake ???😢😢😢
i4pKhqSkFr8,यो खाते पादरी हो हिन्दू लाई हेपेर अरु धर्म को प्रचार गरिएको छ
i4pKhqSkFr8,बहिष्कार
i4pKhqSkFr8,Sugam n samikshyaa best voice❤️❤️😂
i4pKhqSkFr8,Wow❤
i4pKhqSkFr8,Yo mg ley Kailey kp ko support garxa Kailey. Muslim lai support garxa yo mg lai desh nikala garnu parxa
i4pKhqSkFr8,धेरै राम्रो prakash saput ले सृजना गरेको सबै राम्रो हुन्छ्❤️
i4pKhqSkFr8,Yesta muji secularism seen haru antai Dekhauney tya
i4pKhqSkFr8,यो गीतमा अब पाकिस्तानी र बंगाली संग बिहे गरेको अनि इलु ईलु हुँदै गरेको हरुले लाज पचाउँदै tictok बनाउँछ है अब😁😁
i4pKhqSkFr8,Pakhe mula k gareko yesto. Tro poni oli jastai kaal awdai xa. Afno dharma Lai xodera Muslim ko gun gan gauxas laaj lagdai na. Tro halat poni ramit dhungana jasti hunxa.
i4pKhqSkFr8,"देखाउन खोजेको के हो यो गितमा अलि धेरैनै नाटक भयोकि बिहे एक पटक हुन्छ त्यो हिन्दु परम्परामा होस,मुस्लिममा होस या ईसाई मा तर यहा एउटै ब्यक्तिले ३ ओटा धर्मको परम्परामा बिहे गरेको देखाईएको छ यस्तो पनि हुन्छ र यो बनाउनेलाइ कारबाहि गर्नु पर्यो"
i4pKhqSkFr8,कति पटक बिहे हुन्छ हो बकवास 😡😡😡😡
i4pKhqSkFr8,😮❤❤😊
i4pKhqSkFr8,Babaal ❤
i4pKhqSkFr8,यो फिल्म हैर्नै पर्छ 😂 युटुब मा
i4pKhqSkFr8,Buddhako deshma buddhakai gungan chhaina so im very sad 😢😢😢
i4pKhqSkFr8,❤❤3 time  herdai xu
i4pKhqSkFr8,"Prakash saput is a real talent born in Nepal 🇳🇵 
Great appreciation 👏"
