comment,Label,Score,Sentiment
" जय गीत - जय संगीत।""",5 stars,0.34095969796180725,Very Positive
" they also look like this 👎👎""",5 stars,0.5304317474365234,Very Positive
" सम्पूर्ण टिमलाई सफलताको शुभकामना""",5 stars,0.5964792370796204,Very Positive
"""",3 stars,0.22428537905216217,Neutral
 उत्पादक तथा प्रस्तोताले पाउने रोयल्टीमा प्रकाश सुपतकै अधिकार रहनेछ। यसमा शम्भु राइले कुनै पनि दाबी गर्न पाउने छैनन्।,3 stars,0.29322364926338196,Neutral
" हैन के भाको हो मलाई""",5 stars,0.28604578971862793,Very Positive
" ओहो यस्तो हुदैछ भनेर  मन ढुक ढुक हुने । अनि फेरि हेरें सुनें । हरेक मन हरुको मनमा बिजोस कि यस्तो  दुस्कर्म गर्नु अघि सम्झियोस बदला बरिलै ।।""",2 stars,0.3011772930622101,Negative
" you can guess the music at his entry at the end of this song. He has left so many story incomplete like in फुटेका चुरा or in यो देश मेरो पनि होइन ........................hope he will connet all those...................Like in Marvel Movies. #one love""",1 star,0.4495733082294464,Very Negative
"""",3 stars,0.22428537905216217,Neutral
" dalal ko matra""",3 stars,0.2687188684940338,Neutral
" 👌👌""",5 stars,0.2638106942176819,Very Positive
"what a creation.""",5 stars,0.6412953734397888,Very Positive
" chester ko hul bata ako manxe. Yo video haru dhila heriyo tara kadak raixa""",1 star,0.41957125067710876,Very Negative
" We all are with you and keep going forward and bring such types of typical songs in the near future as well. God bless you!""",5 stars,0.7862232327461243,Very Positive
"""",3 stars,0.22428537905216217,Neutral
" लगातार जनअधिकार र अनआवाज उठिरहेको छ।""",1 star,0.39993762969970703,Very Negative
"""",3 stars,0.22428537905216217,Neutral
"story everything is amazing.what a creation !""",5 stars,0.8485443592071533,Very Positive
" मेरो आफ्नै ब्यथा बोले जस्तो लाग्यो !! फेरि पनि सलाम यि श्रृजनशिल हातलाई !! लगभग ३ करोड जनताको कथा बोलेको छ यसले !!""",1 star,0.5385557413101196,Very Negative
" kudos to all the team.""",5 stars,0.4377068877220154,Very Positive
" politics as well as every peoples.But very sad part nagativity wins n re-uploaded this video.Positivity le jitera desh ma kehi changes aaunu aasha thiyo.but let's see..eagerly waiting for part -2..""",1 star,0.4385390281677246,Very Negative
" जनयुद्धका सहारामा महल पुगेका आतंकबादी हरुलाई हाम्रा बहादुर जनयोद्धा हरुले एकदिन सडकमै थुतेर ल्याउने छन् । र त्यो विवादित दृष्यमा देखाईएको जस्तो नियति बास्तविकतामा कुनै बहादुर चेलीको नहोस् । ❤️""",1 star,0.4794294536113739,Very Negative
" अपराध गर्नु हाेइन !""",1 star,0.4456738531589508,Very Negative
"देशको अवस्था के गर्नु यतै छ कुरा गरे कुराको दुःख 😢😢😢😢😢😢😢""",1 star,0.28768718242645264,Very Negative
"mutu retne song""",3 stars,0.24057450890541077,Neutral
" समाजलाई सही दिशानिर्देश दिनुको  साथसाथै  मनोरञ्जनात्मक प्रदान गर्नुभएको छ।""",5 stars,0.42437466979026794,Very Positive
" equality everything i can say Hats off to you mero daju lots of love ❤️🇳🇵❤️  I got tears in my eyes hearing this awesome song wow❤️""",5 stars,0.8960149884223938,Very Positive
"concept.!❤just perfect.!""",5 stars,0.8151040077209473,Very Positive
"😂""",5 stars,0.2638106942176819,Very Positive
" सबै पक्ष राम्रो।""",5 stars,0.4617595374584198,Very Positive
"👌👍️""",5 stars,0.2638106942176819,Very Positive
" congratulation 🎉 to all creative team as well as artists.""",5 stars,0.6533541679382324,Very Positive
"उत्कृष्ट छ❤""",5 stars,0.3120735287666321,Very Positive
"2080 को हार्दिक मंगलमय शुभकामना 🙏🙏🙏🙏🌹🌹🌹🙏🌹""",5 stars,0.28540655970573425,Very Positive
" Licchhavi kaal bhanda aghi ko Kirati kaal ma jaat wa warna bewasta bhanne thiyena ani Raja janata ra panchayti milera chunne chalan thiyo . Paschim Nepal ma khas  haru bhitra pani jaat bewasta thiyena.""",1 star,0.4409938454627991,Very Negative
 Devi gharti and other members involved on making of this amazing song,5 stars,0.7020091414451599,Very Positive
" all the best reupload lai..""",5 stars,0.9041197896003723,Very Positive
"to be continued""",4 stars,0.32056134939193726,Positive
"""",3 stars,0.22428537905216217,Neutral
" wonderful ❤🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵""",5 stars,0.794052243232727,Very Positive
" गीत मा मात्रै सामान ब्याहार भयो । मान्छे मान्छे एउटै हो फरक किन भयो । प्रकास सपुत को कृयाटिभ सोच लाई सम्मान !!""",1 star,0.2961100935935974,Very Negative
" लुरुरु हुरुरु का संगितकार एउटै व्यक्ति हुन् भनेर ..।""",1 star,0.3322082459926605,Very Negative
"sabi bibedko ahntay garau""",1 star,0.3026718497276306,Very Negative
" अनि त्यो direction 🙏🙏🙏❤️❤️❤️ !! Hats off dear Prakash ji ....you r a true talent of Nepal...we r really proud of you.....God bless u all  team  मेरो पनि हैन र यो देश ?? love you all.....❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️""",5 stars,0.5806668400764465,Very Positive
" singing and much more the information 🎉. Good ❤ keep it up @ prakash saput. Hats up""",4 stars,0.3692840337753296,Positive
 गित बर्तमान परिस्थिति सङ्ग मिल्दो ।मन छोयो prakash दाई😥,1 star,0.27577078342437744,Very Negative
" bola maya dekhi herna lako kunai xutya xaina😍😍😍""",1 star,0.45541995763778687,Very Negative
" utaa jaa murdar hahah""",1 star,0.40798333287239075,Very Negative
" हामी पनि नेपाली गीत संगीत ad सहित हेर्छौं।""",5 stars,0.459684818983078,Very Positive
"dheri ramro x....""",1 star,0.36036479473114014,Very Negative
"वास्तबिक साथै समाजभित्रका प्रत्येक कुराहरूलाई उजागर गरेको छ यस गितमा।खैर २-४  जनालाई चाहिँ किन मन नपरेको होला।""",5 stars,0.4112032949924469,Very Positive
" waa part""",3 stars,0.24293598532676697,Neutral
"""",3 stars,0.22428537905216217,Neutral
" विविध भाषिक शैलिको प्रयोग हुनुको साथै  देस प्रेमले अोत्प्रोत छ ।सबैको मनमुटुमा सजिने छ ।""",5 stars,0.4488637447357178,Very Positive
" छाँयाँकन सबै उत्कृष्ट । याे गितले संलग्न सबैलाइ एउटा नयाँ उचाइ दिने छ ।   धेरै धेरै शुभकामना सम्पुर्ण टिमलाइ ।""",5 stars,0.6804137825965881,Very Positive
" how beautiful such songs can be. This is something really amazing. Can clearly feel the culture. Thanks for creation.""",5 stars,0.9011399149894714,Very Positive
"सरडउगकपोपइ❤❤❤❤""",5 stars,0.2638106942176819,Very Positive
"कलात्मक र साहित्यिक मिश्रणवाट निर्मित हुन्छ।🎤❤️🌹👍️👍️""",5 stars,0.4508388936519623,Very Positive
"this is reality which we  are facing all person who are working aboard and it is happening normally and you gave exact reality true meaningful creation in Nepali society..please Nepali people we would like to give big salute his inspiration and meaningful direction..wish you good luck and congratulation...prakash sir...we are proud of being Nepali!!!!""",5 stars,0.7367222309112549,Very Positive
"पलङ हल्लेको देख्ने जति एता😂🤣😂""",5 stars,0.23414558172225952,Very Positive
"4:18 burbak 😂😂👍""",1 star,0.279509961605072,Very Negative
" ACHAL and the entire team..""",5 stars,0.42803755402565,Very Positive
"""",3 stars,0.22428537905216217,Neutral
"'""",3 stars,0.2334604114294052,Neutral
" stay safe.""",5 stars,0.4267815351486206,Very Positive
"""",3 stars,0.22428537905216217,Neutral
" म दुबै बाट 🎵🎵""",2 stars,0.27859655022621155,Negative
" last Ko khod ma mato pare jasto.""",2 stars,0.32102546095848083,Negative
" Nisha ko medicade hola ra free vayahola hai😂""",1 star,0.44842153787612915,Very Negative
" or in the common ruin of the contending classes.""",1 star,0.38136133551597595,Very Negative
" gau gharko yaad taja vayo""",1 star,0.34162548184394836,Very Negative
"rhythm was so fantastic and fablous.""",5 stars,0.8314530253410339,Very Positive
" what a beauty❤️❤️""",5 stars,0.5556117296218872,Very Positive
 😂😂,5 stars,0.30857786536216736,Very Positive
रातो स्कुटर र डाइमन्ड लगाउने क्षमता राख्छन!,5 stars,0.6729108691215515,Very Positive
" but Gita done fantastic job!!""",5 stars,0.43398913741111755,Very Positive
 prabhu bank ko marketing badhi dekhiyo… Yo matra haina sabai video ma…,1 star,0.46163856983184814,Very Negative
" it feels just as fresh and captivating as the first time!""",5 stars,0.7557017207145691,Very Positive
" जमघट हुँदा सधैं झमक्क साँझ परेकाे अनुभूति सबैलाइ हुनेछ ।""",2 stars,0.31784120202064514,Negative
" कलाकार र निर्देशक पनि हजुर 😍😍❤️❤️😘😘 अनि अन्जली अधिकारी 👌🏻👌🏻😘😘😘""",3 stars,0.2499847114086151,Neutral
" हो आज पनि भन्छु नेपाली हुनुमा गर्व गर्छु 👍 जय देश जय नेपाल🇳🇵""",5 stars,0.4129530191421509,Very Positive
" गिर्यौ यार तिमी मेरो नजरबाट। बसन्त चलाउने टिक्डम् होला तिम्रो तर जनताको आँखा ख‍ुलिसकेको छ।✊✊✊🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵""",1 star,0.47439172863960266,Very Negative
" best wishes for you and your team""",5 stars,0.6954050064086914,Very Positive
" mindblowing...""",1 star,0.5053098797798157,Very Negative
" that will be the slap on DICTATORS face. Well Done Prakash and Team✊️✊️""",5 stars,0.28837454319000244,Very Positive
" बधाई छ""",3 stars,0.26601842045783997,Neutral
" to be proud""",5 stars,0.5298488736152649,Very Positive
"करिस्मा अादि दिदिहरुकाे कथा बाेले जस्ताे लागाे😭😭😭😭""",3 stars,0.250546932220459,Neutral
"नेता हरु को परिवार र आफन्त हरु होलान है 😂""",5 stars,0.5477326512336731,Very Positive
" प्रकाश सपुत""",4 stars,0.24904781579971313,Positive
 no any promotion to drugs & still the best song!,5 stars,0.8568379282951355,Very Positive
"""",3 stars,0.22428537905216217,Neutral
" vocal everything is awesome. Appreciate it.""",5 stars,0.6592810750007629,Very Positive
" good luck.""",5 stars,0.3109618127346039,Very Positive
" नारिहरुको अपमान र पुरुषहरुको चरित्रहीन गर्ने यो डाका को गितलाइ बहिष्कार गरौँ""",5 stars,0.34193599224090576,Very Positive
"""",3 stars,0.22428537905216217,Neutral
"?""",1 star,0.3627755343914032,Very Negative
" प्रत्येक कलाकार तथा प्रकाश जी लाई विशेष धन्यवाद 🙏🙏🙏""",5 stars,0.5977439284324646,Very Positive
"kasai ko aagraha ma """"NO"""" vanna nasakera  sankaspaad manche sanga aafno maan mari mari janu vayena .... We should all learn to say NO and stick on our decision .. Shout in public and learn to self defence without offending and hurting ego..",1 star,0.5001446008682251,Very Negative
"  rishi dhamala ko thaauma krishna kandel jasto manxe hunu parne thyo""",1 star,0.32195761799812317,Very Negative
" words change vayos.""",1 star,0.36672985553741455,Very Negative
" sensational and informative song with message ..hats off...keep on...""",5 stars,0.5480889081954956,Very Positive
"badhai x prakash dailai""",3 stars,0.2587379515171051,Neutral
 tapaiharuko career ko minus point ho yo!,3 stars,0.3351357579231262,Neutral
" एक्टिङ हेरेर 😔😖😖""",5 stars,0.433080792427063,Very Positive
 by the content of their character and their contributions to society.,5 stars,0.45324286818504333,Very Positive
" यहाँलाई सम्मान 🙏""",5 stars,0.5761924982070923,Very Positive
"""",3 stars,0.22428537905216217,Neutral
"english music mix gareyo baula jasto nacheyo""",3 stars,0.2583428621292114,Neutral
" music lyrics everything i just love it....""",5 stars,0.7606963515281677,Very Positive
"म सङ पनि जोडिएर साथ सपोर्ट गरिदिनु है 🙏""",5 stars,0.3959816098213196,Very Positive
" उम्म्म्म्म्मा लब यु अल""",3 stars,0.24153579771518707,Neutral
"शान्तिश्री परियार तथा प्रकाश सपुत को जादुमयी आवाज मा जब प्रकाश सपुतको पहिलो निर्देशनमा बनेको म्युजिक भिडियो र त्यसमा अभिनय गर्ने अन्जली अधिकारी लगायत सम्पूर्ण कलाकारहरुको जिबन्त अभिनय समेत हेरे .... आभार तथा धन्यवादका लागि शब्दकोशका सम्पूर्ण शब्दहरु पनि अपुग हुन्छ शायद .... सलाम सम्पूर्ण सर्जक स्रस्टा हरुलाई...........""",2 stars,0.35666996240615845,Negative
" अभिनय पस्किने हाम्रो प्रकाश सर साच्चिकै attractive man सफलताको शुभकामना all unit लाई""",5 stars,0.525041937828064,Very Positive
" प्रकाश सपुतको सपोर्टर यता हाजिर होऔँ त 🙏🙏🙏""",1 star,0.3355120122432709,Very Negative
"vocal video acting everything is perfect.""",5 stars,0.7471750974655151,Very Positive
" 👌👌👌 and hair style Ekdum daami👌👌""",3 stars,0.23183587193489075,Neutral
"video dami 👌👌""",5 stars,0.2203109711408615,Very Positive
" 💯 masterpiece ✨️""",5 stars,0.8117067217826843,Very Positive
"देवि घर्ति को सुरिलो स्वर अनि केकि को अभिनय वा""",2 stars,0.338912695646286,Negative
"      मुर्खा 👈👈 👈 भन्न सकिन्छ ।।✍️✍️✍️✍️""",3 stars,0.27623334527015686,Neutral
"singer and all the characters in this music video all have put thier heart and soul to make such a good video.. The singer and lyrics are also v.very good ...I heard this singer's song for the first time and wow great work....""",5 stars,0.7430062890052795,Very Positive
 श्रम चल्ने सबै चल्ने तर पानी किन नचल्ने?,4 stars,0.3379325568675995,Positive
" हजुरको सङ्गितमा दर्शाकको आँसु झार्ने Axtra कला छा ❤️❤️❤️""",3 stars,0.24859625101089478,Neutral
" comment garna ko saile kei sunna nai bujnai pardai yo ho des parti ko mya ra des   bhati geet  sayed maile na suneko hunasakxu kunai gayek Sangeetcar ko kosaile des ko barema yeti mitho geet wow badhai xa daju anne sahavagi baner daju ko sath dinuvayekoma sabailai muri muri parnam lekhda galat huna sakxa sabda xute ma mafi chahanxu""",1 star,0.49688443541526794,Very Negative
"""",3 stars,0.22428537905216217,Neutral
" बाध्यता र मानवीय बिचार धारणाको  सचित्र स्पष्टीकरण पाईन्छ""",4 stars,0.30516257882118225,Positive
" तपाईंहरूलाई हाम्रो यो गीत मनपर्यो। फिल्म पनि त्यतिकै राम्रो छ। बसन्त चैत २२ मा।❤️""",5 stars,0.5089345574378967,Very Positive
" गायकी अनि भिडियो कन्सेप्ट औधी राम्रो अनि सन्देश मुलक लाग्यो । गलबन्दीमा भागेको त्यो सानो छोरो ठूलो भएको यो भिडियोमा देखाउन खोजेको जस्तो पनि लाग्यो ।""",3 stars,0.3331194818019867,Neutral
"  guys हाम्रो Tik Tok नेपाल channel लाई पनि माया गरेर Subscribe गरिदिनु होला plz""",1 star,0.3186497986316681,Very Negative
"सुन्दा मात्र पनि एकदमै positive vibes आउने""",3 stars,0.2613484859466553,Neutral
"...""",3 stars,0.21933352947235107,Neutral
"2 gate Herne ko ko hununxa""",1 star,0.5434571504592896,Very Negative
" love U""",5 stars,0.6516953110694885,Very Positive
" yesto prativa ani yesto satye ghatana lai aaja samma kina bahira nanikaleko prakas ji aba yestai yestai git sangit nikalna paryo hajur""",1 star,0.3063186705112457,Very Negative
" सबैको मायाले यति राम्रो कम्सेप्त मा गीत पनि  हामीलाई पस्किनु हुन्छ । बधाई छ सम्पूर्ण टीम लाई निकै राम्रो""",5 stars,0.4034123420715332,Very Positive
" प्रकाश सपूत को पनि आफ्नै किसिम को छ।। 👌👌💖💖 बिल्क्लुल सहमत छुइन म चै Copied गरेर बनायो भन्ने मा !!""",5 stars,0.48785197734832764,Very Positive
"&best wishes for whole team ❤""",5 stars,0.6805111169815063,Very Positive
" अनि दृष्य का साथ अभिनय झनै लाजवाब । अन्तमा यति मात्रै भने कि प्रकाश गायन क्षेत्रका लागि मात्रै नभएर नेपालको एक महान कलाकार हो""",3 stars,0.4595949053764343,Neutral
" म हामी सबैको बोली ।""",5 stars,0.3825359344482422,Very Positive
💓💓💓💓💓💓,5 stars,0.30857786536216736,Very Positive
" fantastic act and sweet voices. Well done Prakash saput.""",5 stars,0.8590968251228333,Very Positive
"ज्योती मगरका फ्यानहरु हुनुपर्छ।।""",3 stars,0.22725750505924225,Neutral
" शुभकामना ।""",5 stars,0.5129367709159851,Very Positive
"dherai dherai badhai cha tapailai prakash saput g""",1 star,0.3450952470302582,Very Negative
" very good music.""",5 stars,0.5854751467704773,Very Positive
" भ्रष्टाचारी मात्र नभएर देशघाती नै हुन् भनेर बुझ्नु जरूरी छ।""",1 star,0.27073273062705994,Very Negative
" thank you !!! Good luck""",5 stars,0.38279205560684204,Very Positive
" lyrics n well directed video ❤️❤️❤️❤️""",4 stars,0.23923923075199127,Positive
"देवी घर्ती मगर लाई सँगै ईन्द्रणी को कार्यक्रममा ल्याउनु पर्छ भन्ने को को हुनुहुन्छ ???👇👍👍🙏❣️""",1 star,0.3378709554672241,Very Negative
" ईराक देखि हेरद ईछु👍👍👌👌👌👌♥️""",5 stars,0.341880738735199,Very Positive
" खबरदारी जस्ता गीत हरु ले बजार ल्याउनु । ज प्रकाश प्रति उच्च सम्मान❤""",5 stars,0.38604113459587097,Very Positive
" यो महिला पात्र कस्तो हुन्छ भने  आफ्नो मर्जिमा जीवन बाच्ने सकम्बरीको आफ्नै दुनियाँ छ। ऊ फरक छे। तर्कशील छे। चुरोटको अम्मली छे। मुडुलो टाउकोले उसको उपस्थितिलाई फरक बनाएको छ।""",4 stars,0.3697068989276886,Positive
" salute to his creativity""",5 stars,0.6341261267662048,Very Positive
" sabai manchhe kharab hudainan  kharab bhitra sabai pardainan""",1 star,0.39486679434776306,Very Negative
")हजुरको सबै गीत मन पर्छ वा वा वा यो होनि गीत त।""",5 stars,0.41347992420196533,Very Positive
"धेरै धेरै माया प्रकाश सपुत ब्रदर र समूहलाई  धेरै राम्रो गीत  best of luck teams Nepal ❤️🇳🇵""",5 stars,0.4280056655406952,Very Positive
" heart touching""",5 stars,0.2895461916923523,Very Positive
"!!गित मार्फत समाज परिवर्तन को ज्योति छर्ने प्रकाश सपूत लाई धेरै धेरै बधाई अनि शुभकामना छ्🙏🙏❤❤❤❤🎉🎉🎉""",1 star,0.44336390495300293,Very Negative
" 👌 it is a masterpiece ❤❤❤""",5 stars,0.7805700898170471,Very Positive
"घर सम्झेर नरोएको कुनै पनि पल भयन।। अति नै मर्मस्पर्शी ।। धन्यवाद ब्रो ।।""",1 star,0.37461113929748535,Very Negative
" stay blessed and Best wishes""",5 stars,0.7474862933158875,Very Positive
"राम्रो चित्रण गरेका हुन्छौ। सबै कुराको राम्रा नराम्रा पक्षत भैहाल्छन तर सकम्बरिमा तिमिले मात्र नारिलाई गलत देखायो भन्ने आरोप सामाजिक संजालमा देख्छु र भन्न चाहान्छ यदि नारी मात्र गलत देखायको भय तिमिले आफैलेपनी मजबुरिको फाईदा उठायको दृश्यपनि समाबेश गरेकैछौ र फुलमायाले अन्तिममा  भनेका सबै कुराहरुले त्यो कुरालाई चिरिरहेकोपनी बडो कुशलता पुर्वक चित्रण गरेकैछौ र भाग दुइकोपनी जिकिर भयकैछ अब भाग दुइमा यी अहिलेका प्रश्नहरुको राम्रो जवाफ मिल्नेगरी सृजना गर्छौ नै भन्ने आशापनी गरेकोछु। राजनितिमा लागेर कुनै ठूलो अहोदामा पुगेर फुलमायाले रंगमञ्चमा रहेको विकृति प्रती लगाम लगायको र तेस्ता समाजको पात्रहरुलाई कलाको सम्मान गर्न सिकायको देखाईयोस भन्ने आशा गर्छु भाई""",3 stars,0.3468877673149109,Neutral
"purai movie banera herda ta manchheharu marchhan2 jalera.wawo….i wish you all the best bhai❤️👏🍀""",1 star,0.31192323565483093,Very Negative
 जुन हाम्रो समाजकाे लागि अभिसाप बनेका छन्। जसका कारण यस्ता घटनाहरु दिनानुदिन बढ्दै गएका छन्।,5 stars,0.27535077929496765,Very Positive
" as well as anjali's splendid acting...Hat's off to the entire team..👌👌🤙🤙🤙""",5 stars,0.5717970132827759,Very Positive
"Kailali""",3 stars,0.2514840364456177,Neutral
" गरुङगो र भव्य अनुभव हो । तर नसकिने रैछ । माया लाई माया जत्तिकै गरुङगो सिर्जना गर्न नसकिने रैछ  । त्यसैले एउटा हल्का फुल्क....गित हाे""",3 stars,0.39301997423171997,Neutral
" ब्रह्मा ज्ञान् ब्राह्मण ) 🇳🇵🙏👏""",5 stars,0.3964778184890747,Very Positive
"भेदभाव समाज को दृस्टी मा केही फेर बदल ल्याउन सक्ने प्रतुती सम्पुर्ण समूह लाई यो प्रतुतिको लागि धन्यवाद ।""",2 stars,0.28132352232933044,Negative
"हजुरको हरेक गित ले मन मुटु अनि दिमाख छुन्छ""",2 stars,0.3190787434577942,Negative
"kusaskar ko Birudhama nirantar lagi rajane yak lokpreya sarjak.badhai cha""",1 star,0.5206007361412048,Very Negative
"congratulations to entire team❤️😭""",5 stars,0.5369862914085388,Very Positive
" जुन कुरा कलात्मक तरिकाले प्रस्तुत गरेका छन् कलाकार सपुतले । अब सकारात्मक नकारात्मक टिप्पणीको कुरा त आआफ्नो भोगाइ अनि चरित्र एवम् बौद्धिक क्षमतामा भर पर्ने कुरा हो; कस्ले कसरी बुझ्छ त्यसरि नै ब्याख्या गर्छ । समाजको यथार्थ चित्रण कलामार्फत प्रस्तुत गर्न सफल र सक्षम Prakash Saput लाई अझ धेरै सफलताको शुभकामना । #sakambari #सकम्बरी team best of luck.""",5 stars,0.26694998145103455,Very Positive
" पावरको दुरुपयोग गर्नेहरुलाइ ठाडै चेतावनी दिनुभएको मा।""",5 stars,0.30318427085876465,Very Positive
" pardieep khadka🤳🇳🇵🙏""",3 stars,0.25010547041893005,Neutral
" पीर पछिकाे अर्काे अपार सफलता सकम्बरीकाे लागि कलाकार प्रकाशजीलाई मुरीमुरी बधाई छ । साना साना म्युजिक भिडियाेहरुकाे उत्कृष्ट प्रस्तुती दिन सक्ने प्रकाशजीले ठूला ब्यानरका सिने जगतमा पनि सफलता हासिल गराेस् शुभकामना ।""",5 stars,0.41401463747024536,Very Positive
"अभै मन भरिएको छैन।""",1 star,0.35235580801963806,Very Negative
"भयो यहाँ भन्दा धेरै बोल्नै सकिन""",2 stars,0.2802099883556366,Negative
"सारो मन रुन्छ हो।""",3 stars,0.24534457921981812,Neutral
" too fit for Story ....love you""",2 stars,0.3715441823005676,Negative
" you are a strong lady keep ur head always high❤️""",5 stars,0.7334789633750916,Very Positive
"this movie 🍿 to wonderful 🤭😭🌹and real life 😭😭 Nirmala panta 😭😭😭😭rest in place all sister who has rape""",5 stars,0.7613449096679688,Very Positive
" always my best artist badhai xa entire team lai safalta ko subhakamana""",5 stars,0.8364182710647583,Very Positive
"👌👍""",5 stars,0.2638106942176819,Very Positive
" casting and all. Only singer I am a fan of""",4 stars,0.22001692652702332,Positive
" उच्छ सफलताको सुभकामना!""",5 stars,0.6475309729576111,Very Positive
" पुनः आफ्नो स्थान ओगतेरै छाड्यो!!😌❤️❤️""",1 star,0.5082800984382629,Very Negative
" राजु परियार जस्ता गायक हरूको गीतले सारा नेपालीको मन छुन्छ।""",5 stars,0.39625462889671326,Very Positive
 तर मेरो लागि ती सबै गौण हुन् ,3 stars,0.40667837858200073,Neutral
" कुनै बिदेशीले हैन । 🙏🏼😆😆😭😭""",1 star,0.3163222372531891,Very Negative
"मिनिरल वाटर सुन्दा सुन्दा वाक्क लाग्दा यति राम्रो शब्दले सबै समिटिएको गित अाउदा का हो का खुशि लाग्यो      शुभकामना""",1 star,0.38465970754623413,Very Negative
"movie banauna Safal prakash sir.""",3 stars,0.2437921166419983,Neutral
"नारायण राइमाझि ज्यु  लगाएत all तिम्म्मालाइ 💋💋💋💋💋💋💋💋💋💋💋💘💘""",1 star,0.29796886444091797,Very Negative
"बस्तु यसले मेरो मात्र हैन धेरै को मन नि छाेएकाे हुनुपर्छ भन्ने अाशा राख्दछु बलतकार नगरौं र गर्ने हरुलाइ कडा भन्दा कडा सजाय देउ र दिलाउ पनि । #justicefornirmalapanta🙏🙏""",5 stars,0.42106151580810547,Very Positive
 अझ बिशेष गरि पञ्चेबाजा गित हुनाले मन छोयो😊😊 ,5 stars,0.44729799032211304,Very Positive
" cheers bro""",1 star,0.32171890139579773,Very Negative
" @Prakash Saput""",1 star,0.2755230963230133,Very Negative
"😭😭😭😭😭❤️❤️""",5 stars,0.2638106942176819,Very Positive
"यसरी नै माया गर्न पाउ सदै भारी""",5 stars,0.4030416011810303,Very Positive
" बनाएका छन्।  🙏🏽🙏🏽🙏🏽""",3 stars,0.2525763213634491,Neutral
" Prakash Saput and team""",4 stars,0.2951579988002777,Positive
"नेपाली समाजको तितो यथार्थलाई गीती सैलीमा झल्काउन सफल गायक प्रकाश सपुत दाजुलाई धेरै धेरै शुभकामना""",5 stars,0.3736063241958618,Very Positive
i want to give thausand like.really heart touching,4 stars,0.2724176049232483,Positive
"साहित्यकार पुग्छन भनेर।साँच्चिकै आज यो गितको शब्द स्वर अनि भिडियो हेरेर थाहा भो।शान्ति श्री बैनिको त्यो कला र गलाको मुक्त कन्ठले प्रसंन्सा गर्नै पर्छ।प्रकाश् भनेको ज्योति हो  नाम अनुसारको काम गर्नुभएको छ।नेपाली गित संङित क्षेत्रमा। नेपालको कुना कन्दरामा खेतबारिमा छरिपस्ट भएका सब्दहरुलाई सङालेर गितमा उतार्नु भएको छ।यो काम्को लागि सल्युट गर्छु तपाईं लाई।र म यो भिडियो हाल दुबै बाट हेर्दैछु।यो भिडियो हेर्दा मैले त्यो बाकस भित्र आफुलाई राखेर हेरे।अनि मैले मेरि घरमा भएकी श्रीमती लाई  सम्जे आमा लाई सम्जे नानीहरू लाई सम्जे एति भावबिहल भएछु आँखामा आँसु आएको पतै पाएनछु।तपाईंको यो गित संङित क्षेत्रमा उत्तरोत्तर प्रगति होस मेरो सुभ कामना छ हजुर लाई।""",5 stars,0.3085190951824188,Very Positive
 सिङ्गो देश सम्बृद्ध र एकठिक्का हुनै सक्दैन। ,4 stars,0.3116573691368103,Positive
"prakash daju proud of you ❤❤❤❤❤❤❤❤""",5 stars,0.6209824085235596,Very Positive
"५ जना हानि नपर्ने तरिकाले अगाडि बढउ🥰🥰🥰""",1 star,0.779363214969635,Very Negative
"देबि जि मा पनि मिठो स्वरको लागि बधाई छ केकि जि सफलताको लागि सहयोग गरिदिन्छौ सबैमा  माया""",3 stars,0.34579604864120483,Neutral
" special thanks to Prakash dai.""",5 stars,0.5972899198532104,Very Positive
"एकताबाटनै हाम्रो देश अब्बल हुने हो।यसको लागि हरेक ब्यक्तीहरुमा देशप्रेमको भावना हुन जरुरी छ ।""",5 stars,0.4114236533641815,Very Positive
"""",3 stars,0.22428537905216217,Neutral
 पर पर छु अनि अहिले सकम्बरी उर्फ फुलमाया ,3 stars,0.30525022745132446,Neutral
" good video""",4 stars,0.534781813621521,Positive
" love ❤️prakash saput💖💖💖💖💖💖💖😍😍😍😍😍😍😍😍😍""",5 stars,0.7458078265190125,Very Positive
" kati ramro message to everyone. Thank you so much prakash sir . Huge respect 🙏❤""",5 stars,0.8685128688812256,Very Positive
 बधाई तथा शुभकामना है सम्पुर्ण टिम लाइ ,5 stars,0.5370741486549377,Very Positive
" समय सान्दर्भिक प्रस्तुति को लागि नमन । धन्यवाद मन नपराई दिनु भएको साथी हरुलाई किन भने उहाँ हरु नेपाली नै होइन । धन्यवाद""",3 stars,0.30256029963493347,Neutral
"नमस्कार।""",1 star,0.546229898929596,Very Negative
"देश बेच्नु लागि पर्ने !हत्यारा !घुस्याहा  हुन""",1 star,0.49488508701324463,Very Negative
" मनमा अर्को जिज्ञासा जाग्यो कि बोल माया २ कस्तो हुन्छ होला ? सुभ कामना प्रकाश सर""",2 stars,0.32062971591949463,Negative
"saty kura kaha pachaun sakxn t""",3 stars,0.24658256769180298,Neutral
"""""Jaye geet Jaye sangeet""""""",5 stars,0.23191195726394653,Very Positive
" 10 M in a week. Please. Like if you agree.""",1 star,0.35803693532943726,Very Negative
